human_gene_name,human_gene_acc,nmr_gene_name,nmr_gene_acc,perc_id,orthology_type,human_name_rep,nmr_name_rep,human_chr,nmr_chr
ADGRL4,ENSG00000162618,ENSHGLG00000010852,ENSHGLG00000010852,87.971,ortholog_one2one,1.0,0.0,1,
ADHFE1,ENSG00000147576,ADHFE1,ENSHGLG00000043416,85.439,ortholog_one2one,1.0,1.0,8,21
ADI1,ENSG00000182551,Adi1,ENSHGLG00000044763,81.5642,ortholog_one2one,2.0,1.0,2,27
ADIPOQ,ENSG00000181092,ADIPOQ,ENSHGLG00000032870,83.1967,ortholog_one2one,1.0,1.0,3,8
ADIPOR2,ENSG00000006831,ADIPOR2,ENSHGLG00000018584,95.8549,ortholog_one2one,2.0,1.0,12,10
ADK,ENSG00000156110,AK1,ENSHGLG00000011490,92.5414,ortholog_one2one,1.0,1.0,10,12
ADM,ENSG00000148926,ADM,ENSHGLG00000018418,64.2857,ortholog_one2one,1.0,1.0,11,5
ADM2,ENSG00000128165,ADM2,ENSHGLG00000046476,72.1429,ortholog_one2one,1.0,1.0,22,OX090908.1
ADNP,ENSG00000101126,ADNP,ENSHGLG00000011922,96.9147,ortholog_one2one,1.0,1.0,20,15
ADNP2,ENSG00000101544,ADNP2,ENSHGLG00000033188,80.9019,ortholog_one2one,1.0,1.0,18,OX090908.1
ADO,ENSG00000181915,ADO,ENSHGLG00000046934,91.8519,ortholog_one2one,1.0,1.0,10,13
ADORA1,ENSG00000163485,ADORA1,ENSHGLG00000004185,93.5583,ortholog_one2one,1.0,1.0,1,24
ADORA2A,ENSG00000128271,ADORA2A,ENSHGLG00000032320,90.9535,ortholog_one2one,1.0,1.0,22,23
ADORA3,ENSG00000282608,ADORA3,ENSHGLG00000006832,73.8994,ortholog_one2one,1.0,1.0,1,19
ADPRM,ENSG00000170222,ADPRM,ENSHGLG00000011962,88.2353,ortholog_one2one,1.0,1.0,17,20
ADPRS,ENSG00000116863,ADPRHL2,ENSHGLG00000018720,93.6639,ortholog_one2one,1.0,1.0,1,7
ADRA1B,ENSG00000170214,ADRA1B,ENSHGLG00000015871,97.4903,ortholog_one2one,1.0,1.0,5,4
ADRA2A,ENSG00000150594,ADRA2A,ENSHGLG00000043876,93.3045,ortholog_one2one,1.0,1.0,10,13
ADRA2B,ENSG00000274286,ADRA2B,ENSHGLG00000008381,88.4444,ortholog_one2one,1.0,1.0,2,4
ADRB1,ENSG00000043591,ADRB1,ENSHGLG00000039436,92.5214,ortholog_one2one,1.0,1.0,10,13
ADRB2,ENSG00000169252,ADRB2,ENSHGLG00000045515,86.6828,ortholog_one2one,1.0,1.0,5,6
ADRB3,ENSG00000188778,ADRB3,ENSHGLG00000002989,80.0,ortholog_one2one,1.0,1.0,8,6
ADRM1,ENSG00000130706,ADRM1,ENSHGLG00000005649,86.7232,ortholog_one2one,1.0,1.0,20,15
ADSL,ENSG00000239900,ADSL,ENSHGLG00000016466,92.7686,ortholog_one2one,1.0,1.0,22,5
ADSS2,ENSG00000035687,ADSS,ENSHGLG00000007672,94.0789,ortholog_one2one,1.0,1.0,1,24
ADTRP,ENSG00000111863,ADTRP,ENSHGLG00000005934,66.5217,ortholog_one2one,1.0,1.0,6,9
AEBP2,ENSG00000139154,AEBP2,ENSHGLG00000017995,96.0239,ortholog_one2one,1.0,1.0,12,5
AFAP1,ENSG00000196526,AFAP1,ENSHGLG00000014284,89.0663,ortholog_one2one,1.0,1.0,4,10
AFAP1L1,ENSG00000157510,AFAP1L1,ENSHGLG00000017322,90.1042,ortholog_one2one,1.0,1.0,5,6
AFAP1L2,ENSG00000169129,AFAP1L2,ENSHGLG00000012628,84.1076,ortholog_one2one,1.0,1.0,10,13
AFF1,ENSG00000172493,AFF1,ENSHGLG00000001384,68.7338,ortholog_one2one,1.0,1.0,4,8
AFF2,ENSG00000155966,AFF2,ENSHGLG00000000634,88.4821,ortholog_one2one,1.0,1.0,X,X
AFF4,ENSG00000072364,AFF4,ENSHGLG00000006661,94.7549,ortholog_one2one,1.0,1.0,5,4
AFG1L,ENSG00000135537,LACE1,ENSHGLG00000003193,91.8239,ortholog_one2one,1.0,1.0,6,1
AFG2A,ENSG00000145375,AFG2A,ENSHGLG00000002665,87.794,ortholog_one2one,1.0,1.0,4,3
AFG2B,ENSG00000171763,AFG2B,ENSHGLG00000043333,75.9036,ortholog_one2one,1.0,1.0,15,2
AFG3L2,ENSG00000141385,AFG3L2,ENSHGLG00000007654,91.7189,ortholog_one2one,1.0,1.0,18,18
AFM,ENSG00000079557,AFM,ENSHGLG00000008490,69.6056,ortholog_one2one,1.0,1.0,4,10
AFMID,ENSG00000183077,AFMID,ENSHGLG00000008814,70.6271,ortholog_one2one,1.0,1.0,17,20
AFP,ENSG00000081051,AFP,ENSHGLG00000011251,74.22,ortholog_one2one,1.0,1.0,4,10
AGA,ENSG00000038002,AGA,ENSHGLG00000008181,86.9942,ortholog_one2one,1.0,1.0,4,6
AGAP1,ENSG00000157985,AGAP1,ENSHGLG00000019295,87.0478,ortholog_one2one,1.0,1.0,2,25
AGAP2,ENSG00000135439,AGAP2,ENSHGLG00000009759,96.4706,ortholog_one2one,1.0,1.0,12,17
AGBL1,ENSG00000273540,AGBL1,ENSHGLG00000006320,79.0549,ortholog_one2one,1.0,1.0,15,15
AGBL5,ENSG00000084693,AGBL5,ENSHGLG00000016490,87.7984,ortholog_one2one,1.0,1.0,2,4
AGER,ENSG00000204305,AGER,ENSHGLG00000013559,80.4455,ortholog_one2one,7.0,1.0,6,13
AGFG1,ENSG00000173744,AGFG1,ENSHGLG00000003021,96.6192,ortholog_one2one,1.0,1.0,2,25
AGFG2,ENSG00000106351,AGFG2,ENSHGLG00000006498,82.3285,ortholog_one2one,1.0,1.0,7,1
AGGF1,ENSG00000164252,AGGF1,ENSHGLG00000000455,85.592,ortholog_one2one,1.0,1.0,5,16
AGK,ENSG00000006530,AGK,ENSHGLG00000046237,91.9431,ortholog_one2one,2.0,1.0,7,25
AGL,ENSG00000162688,AGL,ENSHGLG00000001869,93.0111,ortholog_one2one,1.0,1.0,1,19
AGMAT,ENSG00000116771,AGMAT,ENSHGLG00000007473,80.9659,ortholog_one2one,1.0,1.0,1,7
AGO1,ENSG00000092847,AGO1,ENSHGLG00000011540,100.0,ortholog_one2one,1.0,1.0,1,7
AGO3,ENSG00000126070,AGO3,ENSHGLG00000012538,99.8837,ortholog_one2one,1.0,1.0,1,7
AGO4,ENSG00000134698,AGO4,ENSHGLG00000010241,99.8839,ortholog_one2one,1.0,1.0,1,7
AGPAT1,ENSG00000204310,AGPAT1,ENSHGLG00000013956,92.2262,ortholog_one2one,7.0,1.0,6,13
AGPAT2,ENSG00000169692,AGPAT2,ENSHGLG00000018608,77.0073,ortholog_one2one,1.0,1.0,9,12
AGPAT3,ENSG00000160216,AGPAT3,ENSHGLG00000048529,89.3617,ortholog_one2one,1.0,1.0,21,2
AGPAT4,ENSG00000026652,AGPAT4,ENSHGLG00000008163,87.037,ortholog_one2one,1.0,1.0,6,1
AGR2,ENSG00000106541,AGR2,ENSHGLG00000042591,94.7674,ortholog_one2one,1.0,1.0,7,14
AGRP,ENSG00000159723,AGRP,ENSHGLG00000010211,82.9457,ortholog_one2one,1.0,1.0,16,7
AGT,ENSG00000135744,ENSHGLG00000034835,ENSHGLG00000034835,63.8655,ortholog_one2one,1.0,0.0,1,
AGTRAP,ENSG00000177674,AGTRAP,ENSHGLG00000008515,74.8428,ortholog_one2one,1.0,1.0,1,7
AGXT2,ENSG00000113492,AGXT2,ENSHGLG00000003288,84.4055,ortholog_one2one,1.0,1.0,5,16
AHCY,ENSG00000101444,AHCY,ENSHGLG00000009751,93.0591,ortholog_one2one,1.0,1.0,20,15
AHCYL2,ENSG00000158467,AHCYL2,ENSHGLG00000007569,99.509,ortholog_one2one,1.0,1.0,7,14
AHDC1,ENSG00000126705,AHDC1,ENSHGLG00000014470,96.6875,ortholog_one2one,1.0,1.0,1,7
AHI1,ENSG00000135541,AHI1,ENSHGLG00000003261,80.2217,ortholog_one2one,1.0,1.0,6,1
AHR,ENSG00000106546,AHR,ENSHGLG00000006373,77.0047,ortholog_one2one,1.0,1.0,7,14
AHRR,ENSG00000063438,AHRR,ENSHGLG00000004877,62.8407,ortholog_one2one,1.0,1.0,5,OX090908.1
AHSG,ENSG00000145192,AHSG,ENSHGLG00000015799,64.4444,ortholog_one2one,1.0,1.0,3,8
AHSP,ENSG00000169877,AHSP,ENSHGLG00000018521,73.5294,ortholog_one2one,1.0,1.0,16,23
AIFM1,ENSG00000156709,AIFM1,ENSHGLG00000018635,92.9853,ortholog_one2one,1.0,1.0,X,X
AIFM2,ENSG00000042286,Aifm2,ENSHGLG00000016729,90.8847,ortholog_one2one,1.0,1.0,10,13
AIFM3,ENSG00000183773,AIFM3,ENSHGLG00000001645,96.6942,ortholog_one2one,1.0,1.0,22,23
AIG1,ENSG00000146416,AIG1,ENSHGLG00000046736,75.2101,ortholog_one2one,1.0,1.0,6,1
AIMP1,ENSG00000164022,AIMP1,ENSHGLG00000003860,84.2949,ortholog_one2one,1.0,1.0,4,27
AIMP2,ENSG00000106305,AIMP2,ENSHGLG00000041958,89.2857,ortholog_one2one,1.0,1.0,7,1
AIP,ENSG00000110711,AURKAIP1,ENSHGLG00000015312,78.7879,ortholog_one2one,1.0,1.0,11,7
AIPL1,ENSG00000129221,AIPL1,ENSHGLG00000011845,89.6341,ortholog_one2one,1.0,1.0,17,20
AIRE,ENSG00000160224,AIRE,ENSHGLG00000016716,70.0772,ortholog_one2one,1.0,1.0,21,2
AIRIM,ENSG00000116922,AIRIM,ENSHGLG00000043434,86.6995,ortholog_one2one,1.0,1.0,1,7
AJAP1,ENSG00000196581,AJAP1,ENSHGLG00000019414,75.6691,ortholog_one2one,1.0,1.0,1,7
AJM1,ENSG00000232434,AJM1,ENSHGLG00000044390,85.3221,ortholog_one2one,1.0,1.0,9,12
AJUBA,ENSG00000129474,AJUBA,ENSHGLG00000004520,94.4238,ortholog_one2one,1.0,1.0,14,2
AK5,ENSG00000154027,AK5,ENSHGLG00000008242,85.4093,ortholog_one2one,1.0,1.0,1,19
AK7,ENSG00000140057,AK7,ENSHGLG00000013961,82.296,ortholog_one2one,1.0,1.0,14,26
AK8,ENSG00000165695,AK8,ENSHGLG00000014699,77.2443,ortholog_one2one,1.0,1.0,9,12
AKAP1,ENSG00000121057,AKAP1,ENSHGLG00000014384,71.445,ortholog_one2one,1.0,1.0,17,20
AKAP11,ENSG00000023516,AKAP11,ENSHGLG00000007054,80.032,ortholog_one2one,1.0,1.0,13,11
AKAP12,ENSG00000131016,AKAP12,ENSHGLG00000008686,63.6364,ortholog_one2one,1.0,1.0,6,1
AKAP3,ENSG00000111254,AKAP3,ENSHGLG00000001070,68.169,ortholog_one2one,1.0,1.0,12,5
AKAP4,ENSG00000147081,AKAP4,ENSHGLG00000002712,73.3021,ortholog_one2one,1.0,1.0,X,X
AKAP5,ENSG00000179841,AKAP5,ENSHGLG00000043230,73.0679,ortholog_one2one,1.0,1.0,14,26
AKAP8,ENSG00000105127,AKAP8,ENSHGLG00000006879,83.3815,ortholog_one2one,1.0,1.0,19,29
AKAP8L,ENSG00000011243,AKAP8L,ENSHGLG00000019540,93.3437,ortholog_one2one,1.0,1.0,19,29
AKAP9,ENSG00000127914,AKAP9,ENSHGLG00000016663,84.0921,ortholog_one2one,1.0,1.0,7,14
AKIP1,ENSG00000166452,AKIP1,ENSHGLG00000043807,78.0952,ortholog_one2one,1.0,1.0,11,5
AKIRIN1,ENSG00000174574,AKIRIN1,ENSHGLG00000010032,95.8333,ortholog_one2one,1.0,1.0,1,7
AKIRIN2,ENSG00000135334,AKIRIN2,ENSHGLG00000001332,96.0396,ortholog_one2one,1.0,1.0,6,1
AKR1A1,ENSG00000117448,AKR1A1,ENSHGLG00000002413,92.6154,ortholog_one2one,1.0,1.0,1,7
AKR1B1,ENSG00000085662,AKR1B1,ENSHGLG00000010140,84.1772,ortholog_one2one,1.0,1.0,7,14
AKR1D1,ENSG00000122787,AKR1D1,ENSHGLG00000014279,80.3681,ortholog_one2one,1.0,1.0,7,25
AKT1,ENSG00000142208,AKT1,ENSHGLG00000008399,97.9167,ortholog_one2one,1.0,1.0,14,26
AKT1S1,ENSG00000204673,AKT1S1,ENSHGLG00000040304,78.8382,ortholog_one2one,1.0,1.0,19,29
AKT2,ENSG00000105221,AKT2,ENSHGLG00000004093,95.0104,ortholog_one2one,1.0,1.0,19,28
AKT3,ENSG00000117020,AKT3,ENSHGLG00000006424,96.8685,ortholog_one2one,2.0,1.0,1,24
AKTIP,ENSG00000166971,AKTIP,ENSHGLG00000008426,96.2329,ortholog_one2one,1.0,1.0,16,7
ALAS1,ENSG00000023330,ALAS1,ENSHGLG00000011920,94.2188,ortholog_one2one,1.0,1.0,3,8
ALAS2,ENSG00000158578,ALAS2,ENSHGLG00000000286,91.8228,ortholog_one2one,1.0,1.0,X,X
ALB,ENSG00000163631,FBF1,ENSHGLG00000009386,70.4819,ortholog_one2one,1.0,1.0,4,20
ALDH16A1,ENSG00000161618,ALDH16A1,ENSHGLG00000010891,70.5736,ortholog_one2one,1.0,1.0,19,29
ALDH18A1,ENSG00000059573,ALDH18A1,ENSHGLG00000008159,96.6038,ortholog_one2one,1.0,1.0,10,13
ALDH1A1,ENSG00000165092,ALDH1A1,ENSHGLG00000010105,91.2176,ortholog_one2one,1.0,1.0,9,12
ALDH1A3,ENSG00000184254,ALDH1A3,ENSHGLG00000013998,93.9335,ortholog_one2one,1.0,1.0,15,15
ALDH1L2,ENSG00000136010,ALDH1L2,ENSHGLG00000005088,88.8407,ortholog_one2one,1.0,1.0,12,17
ALDH2,ENSG00000111275,ALDH2,ENSHGLG00000010830,91.841,ortholog_one2one,1.0,1.0,12,23
ALDH3A2,ENSG00000072210,ALDH3A2,ENSHGLG00000004669,85.3608,ortholog_one2one,1.0,1.0,17,20
ALDH3B1,ENSG00000006534,ALDH3B1,ENSHGLG00000015602,86.1111,ortholog_one2one,1.0,1.0,11,22
ALDH3B2,ENSG00000132746,ALDH3B2,ENSHGLG00000010052,79.4805,ortholog_one2one,1.0,1.0,11,22
ALDH4A1,ENSG00000159423,ALDH4A1,ENSHGLG00000011045,87.5666,ortholog_one2one,1.0,1.0,1,7
ALDH5A1,ENSG00000112294,ALDH5A1,ENSHGLG00000009338,86.5759,ortholog_one2one,1.0,1.0,6,9
ALDH6A1,ENSG00000119711,ALDH6A1,ENSHGLG00000008121,94.0187,ortholog_one2one,1.0,1.0,14,26
ALDH7A1,ENSG00000164904,ALDH7A1,ENSHGLG00000007013,90.6489,ortholog_one2one,1.0,1.0,5,6
ALDH8A1,ENSG00000118514,ALDH8A1,ENSHGLG00000000876,90.1437,ortholog_one2one,1.0,1.0,6,1
ALDH9A1,ENSG00000143149,ALDH9A1,ENSHGLG00000004082,88.8031,ortholog_one2one,1.0,1.0,1,28
ALDOB,ENSG00000136872,ALDOB,ENSHGLG00000010812,94.7802,ortholog_one2one,1.0,1.0,9,12
ALDOC,ENSG00000109107,ALDOC,ENSHGLG00000017770,98.0769,ortholog_one2one,1.0,1.0,17,20
ALG11,ENSG00000253710,ALG11,ENSHGLG00000009232,85.9756,ortholog_one2one,1.0,1.0,13,11
ALG12,ENSG00000182858,ALG12,ENSHGLG00000015414,82.3771,ortholog_one2one,1.0,1.0,22,OX090908.1
ALG13,ENSG00000101901,ALG13,ENSHGLG00000027861,80.2315,ortholog_one2one,1.0,1.0,X,X
ALG14,ENSG00000172339,ALG14,ENSHGLG00000008610,88.4259,ortholog_one2one,1.0,1.0,1,19
ALG2,ENSG00000119523,ALG2,ENSHGLG00000002815,91.5865,ortholog_one2one,1.0,1.0,9,12
ALG3,ENSG00000214160,ALG3,ENSHGLG00000016704,91.8224,ortholog_one2one,1.0,1.0,3,8
ALG5,ENSG00000120697,ALG5,ENSHGLG00000003783,92.9012,ortholog_one2one,1.0,1.0,13,11
ALG6,ENSG00000088035,ALG6,ENSHGLG00000018273,77.712,ortholog_one2one,1.0,1.0,1,19
ALG8,ENSG00000159063,ALG8,ENSHGLG00000019304,90.1141,ortholog_one2one,1.0,1.0,11,5
ALG9,ENSG00000086848,ALG9,ENSHGLG00000004067,90.4531,ortholog_one2one,1.0,1.0,11,5
ALK,ENSG00000171094,ALK,ENSHGLG00000009536,90.774,ortholog_one2one,1.0,1.0,2,4
ALKAL1,ENSG00000196711,ALKAL1,ENSHGLG00000038780,82.6772,ortholog_one2one,1.0,1.0,8,10
ALKBH1,ENSG00000100601,ALKBH1,ENSHGLG00000015533,86.8895,ortholog_one2one,1.0,1.0,14,26
ALKBH2,ENSG00000189046,ALKBH2,ENSHGLG00000049322,81.9923,ortholog_one2one,1.0,1.0,12,23
ALKBH3,ENSG00000166199,ALKBH3,ENSHGLG00000019437,80.4196,ortholog_one2one,1.0,1.0,11,22
ALKBH4,ENSG00000160993,ALKBH4,ENSHGLG00000035095,81.1258,ortholog_one2one,1.0,1.0,7,1
ALKBH5,ENSG00000091542,ALKBH5,ENSHGLG00000032335,94.4882,ortholog_one2one,1.0,1.0,17,20
ALKBH6,ENSG00000239382,ALKBH6,ENSHGLG00000008091,91.5966,ortholog_one2one,1.0,1.0,19,28
ALKBH7,ENSG00000125652,ALKBH7,ENSHGLG00000018436,85.3211,ortholog_one2one,1.0,1.0,19,29
ALKBH8,ENSG00000137760,ALKBH8,ENSHGLG00000034571,83.4087,ortholog_one2one,1.0,1.0,11,5
ALOX12B,ENSG00000179477,ALOX12B,ENSHGLG00000019071,84.1791,ortholog_one2one,1.0,1.0,17,20
ALOX5,ENSG00000012779,ALOX5,ENSHGLG00000000545,91.9762,ortholog_one2one,2.0,1.0,10,16
ALOX5AP,ENSG00000132965,ALOX5AP,ENSHGLG00000013689,95.6522,ortholog_one2one,1.0,1.0,13,11
ALOXE3,ENSG00000179148,ALOXE3,ENSHGLG00000011148,86.0795,ortholog_one2one,1.0,1.0,17,20
ALPK1,ENSG00000073331,ALPK1,ENSHGLG00000019570,65.3654,ortholog_one2one,1.0,1.0,4,27
ALPL,ENSG00000162551,ALPL,ENSHGLG00000010100,91.0305,ortholog_one2one,1.0,1.0,1,7
ALS2CL,ENSG00000178038,ALS2CL,ENSHGLG00000017118,73.8598,ortholog_one2one,1.0,1.0,3,8
ALX1,ENSG00000180318,ALX1,ENSHGLG00000000937,97.546,ortholog_one2one,1.0,1.0,12,17
ALX3,ENSG00000156150,ALX3,ENSHGLG00000014566,93.2945,ortholog_one2one,1.0,1.0,1,19
ALX4,ENSG00000052850,ALX4,ENSHGLG00000016699,84.1689,ortholog_one2one,1.0,1.0,11,22
ALYREF,ENSG00000183684,ALYREF,ENSHGLG00000008293,95.3125,ortholog_one2one,1.0,1.0,17,20
AMBN,ENSG00000178522,AMBN,ENSHGLG00000000274,65.4028,ortholog_one2one,1.0,1.0,4,10
AMBP,ENSG00000106927,AMBP,ENSHGLG00000044795,79.2614,ortholog_one2one,1.0,1.0,9,12
AMBRA1,ENSG00000110497,AMBRA1,ENSHGLG00000017564,93.8679,ortholog_one2one,1.0,1.0,11,22
AMD1,ENSG00000123505,ENSHGLG00000005612,ENSHGLG00000005612,90.7563,ortholog_one2one,1.0,0.0,6,
AMDHD1,ENSG00000139344,AMDHD1,ENSHGLG00000008602,83.0986,ortholog_one2one,1.0,1.0,12,17
AMELX,ENSG00000125363,AMELX,ENSHGLG00000009327,86.911,ortholog_one2one,1.0,1.0,X,X
AMER1,ENSG00000184675,AMER1,ENSHGLG00000020357,81.5111,ortholog_one2one,1.0,1.0,X,X
AMER3,ENSG00000178171,AMER3,ENSHGLG00000034065,68.3498,ortholog_one2one,1.0,1.0,2,3
AMFR,ENSG00000159461,AMFR,ENSHGLG00000005911,95.6454,ortholog_one2one,1.0,1.0,16,7
AMIGO1,ENSG00000181754,AMIGO1,ENSHGLG00000032192,91.2779,ortholog_one2one,1.0,1.0,1,19
AMIGO2,ENSG00000139211,AMIGO2,ENSHGLG00000007945,91.1368,ortholog_one2one,1.0,1.0,12,17
AMIGO3,ENSG00000176020,AMIGO3,ENSHGLG00000034610,79.8337,ortholog_one2one,1.0,1.0,3,8
AMMECR1,ENSG00000101935,AMMECR1,ENSHGLG00000043998,97.2973,ortholog_one2one,1.0,1.0,X,X
AMMECR1L,ENSG00000144233,AMMECR1L,ENSHGLG00000016591,99.6774,ortholog_one2one,1.0,1.0,2,3
AMN,ENSG00000166126,ABCD1,ENSHGLG00000001000,90.274,ortholog_one2one,1.0,1.0,14,X
AMOTL1,ENSG00000166025,AMOTL1,ENSHGLG00000010959,91.1088,ortholog_one2one,1.0,1.0,11,5
AMOTL2,ENSG00000114019,AMOTL2,ENSHGLG00000012124,90.2564,ortholog_one2one,1.0,1.0,3,8
AMPD1,ENSG00000116748,AMPD1,ENSHGLG00000016007,92.905,ortholog_one2one,1.0,1.0,1,19
AMPD2,ENSG00000116337,AMPD2,ENSHGLG00000006180,91.8788,ortholog_one2one,1.0,1.0,1,19
AMPD3,ENSG00000133805,AMPD3,ENSHGLG00000018258,95.0456,ortholog_one2one,1.0,1.0,11,5
AMPH,ENSG00000078053,AMPH,ENSHGLG00000008101,81.7266,ortholog_one2one,1.0,1.0,7,1
AMT,ENSG00000145020,AMT,ENSHGLG00000019416,87.8412,ortholog_one2one,1.0,1.0,3,8
AMTN,ENSG00000187689,AMTN,ENSHGLG00000003589,66.0287,ortholog_one2one,1.0,1.0,4,10
ANAPC1,ENSG00000153107,ANAPC1,ENSHGLG00000008271,96.192,ortholog_one2one,1.0,1.0,2,4
ANAPC16,ENSG00000166295,ANAPC16,ENSHGLG00000012554,97.2727,ortholog_one2one,1.0,1.0,10,13
ANAPC2,ENSG00000176248,ANAPC2,ENSHGLG00000012889,94.7689,ortholog_one2one,1.0,1.0,9,12
ANAPC4,ENSG00000053900,ANAPC4,ENSHGLG00000004987,96.7822,ortholog_one2one,1.0,1.0,4,10
ANAPC5,ENSG00000089053,ANAPC5,ENSHGLG00000010573,96.4191,ortholog_one2one,1.0,1.0,12,23
ANAPC7,ENSG00000196510,ANAPC7,ENSHGLG00000018047,99.292,ortholog_one2one,1.0,1.0,12,23
ANGEL1,ENSG00000013523,ANGEL1,ENSHGLG00000019080,85.9701,ortholog_one2one,1.0,1.0,14,26
ANGEL2,ENSG00000174606,ANGEL2,ENSHGLG00000009577,92.6471,ortholog_one2one,1.0,1.0,1,24
ANGPT1,ENSG00000154188,ANGPT1,ENSHGLG00000013880,88.501,ortholog_one2one,1.0,1.0,8,21
ANGPT2,ENSG00000091879,ANGPT2,ENSHGLG00000002482,84.4444,ortholog_one2one,1.0,1.0,8,6
ANGPTL1,ENSG00000116194,ANGPTL1,ENSHGLG00000011389,94.0937,ortholog_one2one,1.0,1.0,1,24
ANGPTL2,ENSG00000136859,ANGPTL2,ENSHGLG00000042186,96.3489,ortholog_one2one,1.0,1.0,9,12
ANGPTL3,ENSG00000132855,ANGPTL3,ENSHGLG00000018269,83.6957,ortholog_one2one,1.0,1.0,1,19
ANGPTL4,ENSG00000167772,ANGPTL4,ENSHGLG00000014763,71.9212,ortholog_one2one,1.0,1.0,19,29
ANGPTL5,ENSG00000187151,ANGPTL5,ENSHGLG00000047251,86.5435,ortholog_one2one,1.0,1.0,11,5
ANGPTL6,ENSG00000130812,ANGPTL6,ENSHGLG00000005437,86.5957,ortholog_one2one,1.0,1.0,19,29
ANGPTL7,ENSG00000171819,ANGPTL7,ENSHGLG00000011558,86.9186,ortholog_one2one,1.0,1.0,1,7
ANK1,ENSG00000029534,ANK1,ENSHGLG00000003086,90.6383,ortholog_one2one,1.0,1.0,8,6
ANKEF1,ENSG00000132623,ANKEF1,ENSHGLG00000017245,85.1613,ortholog_one2one,1.0,1.0,20,15
ANKFN1,ENSG00000153930,ANKFN1,ENSHGLG00000016659,90.3141,ortholog_one2one,1.0,1.0,17,20
ANKFY1,ENSG00000185722,ANKFY1,ENSHGLG00000018027,95.2951,ortholog_one2one,1.0,1.0,17,20
ANKH,ENSG00000154122,ANKH,ENSHGLG00000009005,93.1034,ortholog_one2one,1.0,1.0,5,16
ANKHD1,ENSG00000131503,ANKHD1,ENSHGLG00000016064,95.6334,ortholog_one2one,1.0,1.0,5,6
ANKIB1,ENSG00000001629,ANKIB1,ENSHGLG00000013431,95.225,ortholog_one2one,1.0,1.0,7,14
ANKK1,ENSG00000170209,ANKK1,ENSHGLG00000008816,84.5752,ortholog_one2one,1.0,1.0,11,5
ANKLE1,ENSG00000160117,ANKLE1,ENSHGLG00000003677,51.2195,ortholog_one2one,1.0,1.0,19,29
ANKMY1,ENSG00000144504,ANKMY1,ENSHGLG00000014751,65.377,ortholog_one2one,1.0,1.0,2,25
ANKMY2,ENSG00000106524,ANKMY2,ENSHGLG00000037184,90.2494,ortholog_one2one,1.0,1.0,7,14
ANKRA2,ENSG00000164331,ENSHGLG00000020443,ENSHGLG00000020443,89.1803,ortholog_one2one,1.0,0.0,5,
ANKRD10,ENSG00000088448,ANKRD10,ENSHGLG00000046075,78.0612,ortholog_one2one,1.0,1.0,13,11
ANKRD12,ENSG00000101745,ANKRD12,ENSHGLG00000007146,89.0625,ortholog_one2one,1.0,1.0,18,18
ANKRD13A,ENSG00000076513,ANKRD13A,ENSHGLG00000018688,94.2373,ortholog_one2one,1.0,1.0,12,23
ANKRD13B,ENSG00000198720,ANKRD13B,ENSHGLG00000008230,89.948,ortholog_one2one,1.0,1.0,17,20
ANKRD13C,ENSG00000118454,ANKRD13C,ENSHGLG00000007705,95.4717,ortholog_one2one,1.0,1.0,1,19
ANKRD13D,ENSG00000172932,ANKRD13D,ENSHGLG00000019254,92.3497,ortholog_one2one,1.0,1.0,11,22
ANKRD16,ENSG00000134461,ENSHGLG00000036312,ENSHGLG00000036312,66.482,ortholog_one2one,1.0,0.0,10,
ANKRD2,ENSG00000165887,ANKRD2,ENSHGLG00000008161,77.9935,ortholog_one2one,1.0,1.0,10,OX090908.1
ANKRD22,ENSG00000152766,ANKRD22,ENSHGLG00000012828,89.0052,ortholog_one2one,1.0,1.0,10,13
ANKRD24,ENSG00000089847,ANKRD24,ENSHGLG00000010865,81.0345,ortholog_one2one,1.0,1.0,19,29
ANKRD29,ENSG00000154065,ANKRD29,ENSHGLG00000003687,94.3522,ortholog_one2one,1.0,1.0,18,18
ANKRD31,ENSG00000145700,ANKRD31,ENSHGLG00000000230,67.2459,ortholog_one2one,1.0,1.0,5,16
ANKRD33B,ENSG00000164236,ANKRD33B,ENSHGLG00000036584,71.3043,ortholog_one2one,1.0,1.0,5,16
ANKRD34A,ENSG00000272031,ANKRD34A,ENSHGLG00000009270,88.4956,ortholog_one2one,1.0,1.0,1,19
ANKRD35,ENSG00000198483,ANKRD35,ENSHGLG00000008812,81.6449,ortholog_one2one,1.0,1.0,1,19
ANKRD37,ENSG00000186352,ANKRD37,ENSHGLG00000038362,80.3797,ortholog_one2one,1.0,1.0,4,6
ANKRD40,ENSG00000154945,ANKRD40,ENSHGLG00000041927,92.8571,ortholog_one2one,1.0,1.0,17,20
ANKRD42,ENSG00000137494,ANKRD42,ENSHGLG00000007952,82.9222,ortholog_one2one,1.0,1.0,11,5
ANKRD45,ENSG00000183831,ANKRD45,ENSHGLG00000044904,80.8271,ortholog_one2one,1.0,1.0,1,24
ANKRD49,ENSG00000168876,ANKRD49,ENSHGLG00000014039,92.0502,ortholog_one2one,1.0,1.0,11,5
ANKRD50,ENSG00000151458,ANKRD50,ENSHGLG00000010124,96.9188,ortholog_one2one,1.0,1.0,4,3
ANKRD52,ENSG00000139645,ANKRD52,ENSHGLG00000011688,99.2565,ortholog_one2one,1.0,1.0,12,17
